D,#R,#X,#Y,B4.mu,B4.lo,B4.sd,2B.mu,DEHB-6,DEHB-6_sd,DEHB-6_time,DEHB-12,DEHB-12_sd,DEHB-12_time,DEHB-18,DEHB-18_sd,DEHB-18_time,DEHB-24,DEHB-24_sd,DEHB-24_time,DEHB-50,DEHB-50_sd,DEHB-50_time,DEHB-100,DEHB-100_sd,DEHB-100_time,DEHB-200,DEHB-200_sd,DEHB-200_time,NSGAIII-6,NSGAIII-6_sd,NSGAIII-6_time,NSGAIII-12,NSGAIII-12_sd,NSGAIII-12_time,NSGAIII-18,NSGAIII-18_sd,NSGAIII-18_time,NSGAIII-24,NSGAIII-24_sd,NSGAIII-24_time,NSGAIII-50,NSGAIII-50_sd,NSGAIII-50_time,NSGAIII-100,NSGAIII-100_sd,NSGAIII-100_time,NSGAIII-200,NSGAIII-200_sd,NSGAIII-200_time,SMAC-6,SMAC-6_sd,SMAC-6_time,SMAC-12,SMAC-12_sd,SMAC-12_time,SMAC-18,SMAC-18_sd,SMAC-18_time,SMAC-24,SMAC-24_sd,SMAC-24_time,SMAC-50,SMAC-50_sd,SMAC-50_time,SMAC-100,SMAC-100_sd,SMAC-100_time,SMAC-200,SMAC-200_sd,SMAC-200_time,TPE-6,TPE-6_sd,TPE-6_time,TPE-12,TPE-12_sd,TPE-12_time,TPE-18,TPE-18_sd,TPE-18_time,TPE-24,TPE-24_sd,TPE-24_time,TPE-50,TPE-50_sd,TPE-50_time,TPE-100,TPE-100_sd,TPE-100_time,TPE-200,TPE-200_sd,TPE-200_time,ACT-6,ACT-6_sd,ACT-6_time,ACT-12,ACT-12_sd,ACT-12_time,ACT-18,ACT-18_sd,ACT-18_time,ACT-24,ACT-24_sd,ACT-24_time,ACT-50,ACT-50_sd,ACT-50_time,ACT-100,ACT-100_sd,ACT-100_time,ACT-200,ACT-200_sd,ACT-200_time,EZR-6,EZR-6_sd,EZR-6_time,EZR-12,EZR-12_sd,EZR-12_time,EZR-18,EZR-18_sd,EZR-18_time,EZR-24,EZR-24_sd,EZR-24_time,EZR-50,EZR-50_sd,EZR-50_time,EZR-100,EZR-100_sd,EZR-100_time,EZR-200,EZR-200_sd,EZR-200_time,KM++-6,KM++-6_sd,KM++-6_time,RAND-6,RAND-6_sd,RAND-6_time,KM++-12,KM++-12_sd,KM++-12_time,RAND-12,RAND-12_sd,RAND-12_time,KM++-18,KM++-18_sd,KM++-18_time,RAND-18,RAND-18_sd,RAND-18_time,KM++-24,KM++-24_sd,KM++-24_time,RAND-24,RAND-24_sd,RAND-24_time,KM++-50,KM++-50_sd,KM++-50_time,RAND-50,RAND-50_sd,RAND-50_time,KM++-100,KM++-100_sd,KM++-100_time,RAND-100,RAND-100_sd,RAND-100_time,KM++-200,KM++-200_sd,KM++-200_time,RAND-200,RAND-200_sd,RAND-200_time,Before,Before_sd, File
61, 10000, 5, 3, 50, 5, 22, 23, 42 b, 24, 125.90, 40 b, 21, 149.15, 51 c, 21, 172.95, 29 a, 4, 148.44, 42 b, 24, 227.67, 46 c, 18, 342.18, 22 a, 3, 621.04, 36 b, 12, 8.30, 23 a, 1, 15.30, 22 a, 1, 23.85, 23 a, 1, 32.28, 22 a, 1, 77.60, 21 a, 1, 159.45, 21 a, 3, 319.07, 25 a, 3, 542.15, 31 b, 14, 935.36, 24 a, 1, 1384.75, 32 b, 14, 1640.85, 39 b, 19, 6391.15, 22 a, 1, 16678.58, 22 a, 1, 26172.76, 39 b, 14, 22.54, 24 a, 1, 36.80, 23 a, 1, 82.29, 23 a, 1, 99.83, 22 a, 1, 245.78, 22 a, 1, 424.77, 21 a, 6, 971.01, 26 a, 11, 14.31, 23 a, 3, 19.73, 22 a, 3, 24.81, 22 a, 3, 36.88, 21 a, 3, 59.15, 21 a, 3, 115.89, 20 a, 5, 192.38, 28 a, 7, 16.15, 24 a, 1, 17.01, 23 a, 1, 14.59, 23 a, 1, 14.03, 22 a, 1, 17.86, 21 a, 4, 19.61, 21 a, 1, 34.89, 25 a, 1, 2.41, 25 a, 3, 0.05, 24 a, 1, 7.75, 24 a, 1, 0.08, 24 a, 1, 18.54, 23 a, 1, 0.10, 23 a, 3, 29.44, 23 a, 1, 0.10, 22 a, 1, 123.49, 22 a, 1, 0.21, 22 a, 1, 496.87, 22 a, 1, 0.37, 21 a, 1, 1527.90, 21 a, 3, 0.68, 50 c, 22, Health-ClosedIssues0005.csv
81, 2205, 31, 8, 74, 48, 7, 52, 58 b, 2, 166.99, 57 b, 3, 173.85, 56 b, 3, 286.42, 54 a, 3, 321.71, 53 a, 2, 458.40, 52 a, 2, 612.97, 51 a, 2, 1066.16, 57 b, 4, 116.28, 54 a, 3, 330.13, 53 a, 2, 482.77, 52 a, 2, 692.89, 52 a, 1, 1438.84, 50 a, 1, 2334.47, 50 a, 1, 6831.23, 59 b, 4, 2930.86, 56 b, 3, 4165.02, 54 a, 2, 7215.57, 54 a, 2, 11226.36, 52 a, 2, 16330.48, 52 a, 2, 27415.01, 51 a, 1, 50209.27, 57 b, 4, 118.96, 55 a, 3, 257.26, 55 a, 3, 391.56, 54 a, 3, 621.33, 54 a, 3, 1965.70, 52 a, 2, 3261.45, 52 a, 2, 9711.17, 65 d, 6, 19.46, 61 c, 6, 41.67, 60 b, 5, 64.47, 58 b, 5, 87.96, 54 a, 5, 182.56, 52 a, 4, 476.54, 50 a, 2, 898.29, 65 d, 6, 12.30, 62 c, 5, 24.58, 59 b, 4, 31.50, 60 b, 4, 36.61, 55 b, 5, 84.13, 51 a, 3, 172.73, 49 a, 2, 285.50, 64 c, 6, 8.55, 65 d, 5, 0.04, 59 b, 5, 39.15, 62 c, 5, 0.08, 59 b, 4, 79.24, 57 b, 6, 0.11, 57 b, 4, 205.46, 57 b, 4, 0.17, 56 b, 3, 438.34, 54 a, 4, 0.28, 53 a, 3, 886.26, 53 a, 3, 0.54, 51 a, 3, 805.97, 52 a, 3, 1.04, 74 e, 7, Marketing_Analytics.csv
74, 10000, 5, 3, 75, 1, 26, 20, 41 b, 20, 145.93, 41 b, 18, 227.13, 35 b, 11, 139.00, 33 b, 9, 120.35, 26 a, 3, 189.07, 24 a, 6, 412.37, 14 a, 11, 627.87, 40 b, 19, 8.43, 32 b, 15, 14.48, 29 a, 3, 20.92, 27 a, 4, 27.11, 22 a, 6, 58.58, 17 a, 6, 189.76, 20 a, 4, 276.26, 41 b, 21, 707.57, 24 a, 6, 1846.53, 20 a, 6, 4498.73, 18 a, 5, 4657.76, 15 a, 6, 10015.07, 11 a, 4, 18006.51, 10 a, 4, 25515.69, 41 b, 20, 41.91, 28 a, 6, 65.37, 26 a, 5, 94.85, 22 a, 5, 174.34, 18 a, 6, 320.23, 22 a, 5, 663.19, 19 a, 5, 1207.49, 34 b, 15, 15.92, 22 a, 6, 21.81, 19 a, 4, 31.39, 19 a, 4, 34.24, 17 a, 5, 57.67, 13 a, 6, 111.19, 10 a, 7, 230.61, 34 b, 15, 15.70, 26 a, 5, 18.14, 26 a, 7, 18.29, 20 a, 8, 15.06, 17 a, 6, 22.55, 13 a, 5, 20.15, 10 a, 6, 50.59, 34 b, 12, 2.20, 38 b, 17, 0.04, 30 b, 11, 8.50, 31 b, 9, 0.06, 25 a, 5, 16.79, 26 a, 5, 0.29, 25 a, 5, 41.15, 25 a, 4, 0.11, 20 a, 5, 137.44, 23 a, 5, 0.21, 18 a, 6, 467.94, 19 a, 5, 0.68, 15 a, 5, 1522.16, 15 a, 5, 0.68, 75 c, 26, Health-Commits0000.csv
89, 4608, 21, 2, 46, 23, 15, 26, 31 b, 5, 167.44, 30 a, 5, 179.65, 28 a, 3, 219.73, 27 a, 3, 216.58, 26 a, 2, 342.66, 25 a, 2, 602.21, 24 a, 1, 1167.30, 33 b, 7, 13.61, 29 a, 5, 26.79, 27 a, 2, 40.66, 27 a, 2, 63.11, 25 a, 1, 100.08, 25 a, 1, 210.57, 24 a, 0, 357.66, 33 b, 6, 2785.95, 28 a, 3, 4193.71, 28 a, 3, 5762.76, 27 a, 3, 7037.54, 25 a, 1, 9589.80, 24 a, 2, 11218.34, 24 a, 1, 14788.72, 33 b, 7, 43.30, 29 a, 4, 66.49, 28 a, 4, 134.59, 28 a, 4, 214.30, 26 a, 3, 772.16, 26 a, 3, 1510.69, 25 a, 2, 3060.06, 34 b, 9, 15.03, 30 a, 9, 25.69, 28 a, 7, 38.66, 25 a, 4, 50.84, 24 a, 1, 90.01, 23 a, 0, 202.65, 23 a, 0, 401.86, 33 b, 10, 10.54, 26 a, 1, 18.42, 26 a, 4, 16.00, 25 a, 1, 14.68, 24 a, 0, 20.53, 24 a, 0, 27.69, 24 a, 0, 54.38, 27 a, 4, 3.19, 27 a, 3, 0.04, 25 a, 1, 14.55, 25 a, 1, 0.05, 25 a, 1, 29.57, 25 a, 1, 0.08, 25 a, 1, 50.12, 24 a, 1, 0.09, 24 a, 1, 208.77, 24 a, 1, 0.16, 24 a, 1, 640.83, 24 a, 0, 0.33, 23 a, 0, 1422.15, 23 a, 0, 0.58, 46 c, 15, SS-U.csv
98, 10000, 5, 2, 33, 0, 47, 1, 50 b, 51, 109.15, 90 d, 31, 144.65, 95 d, 22, 154.99, 60 c, 50, 134.11, 15 a, 37, 187.23, 30 b, 47, 312.07, 0 a, 0, 537.41, 10 a, 31, 8.54, 0 a, 0, 25.24, 0 a, 0, 21.90, 0 a, 0, 31.85, 0 a, 0, 71.86, 0 a, 0, 154.57, 0 a, 0, 254.44, 5 a, 22, 626.68, 0 a, 0, 1450.39, 0 a, 0, 1494.00, 0 a, 0, 2325.90, 0 a, 0, 7908.71, 0 a, 0, 19234.33, 0 a, 0, 26630.79, 0 a, 0, 21.66, 0 a, 0, 25.22, 0 a, 0, 68.77, 0 a, 0, 120.81, 0 a, 0, 261.91, 0 a, 0, 533.71, 0 a, 0, 1462.99, 0 a, 0, 13.52, 0 a, 0, 21.98, 0 a, 0, 30.22, 0 a, 0, 30.94, 0 a, 0, 52.89, 0 a, 0, 109.56, 0 a, 0, 214.97, 0 a, 0, 12.65, 0 a, 0, 13.84, 0 a, 0, 14.02, 0 a, 0, 17.99, 0 a, 0, 18.63, 0 a, 0, 19.51, 0 a, 0, 36.10, 0 a, 0, 2.05, 0 a, 0, 0.05, 0 a, 0, 9.42, 0 a, 0, 0.07, 0 a, 0, 17.22, 0 a, 0, 0.07, 0 a, 0, 31.13, 0 a, 0, 0.11, 0 a, 0, 125.45, 0 a, 0, 0.17, 0 a, 0, 514.76, 0 a, 0, 0.29, 0 a, 0, 1563.69, 0 a, 0, 0.60, 33 b, 47, Health-ClosedPRs0000.csv
91, 10000, 5, 3, 55, 5, 15, 10, 33 c, 16, 99.71, 27 c, 16, 167.64, 30 c, 16, 195.79, 17 b, 7, 177.08, 20 b, 20, 280.25, 46 e, 22, 311.71, 41 d, 22, 549.55, 40 d, 22, 12.15, 28 c, 22, 21.70, 17 b, 18, 20.44, 15 a, 6, 37.18, 11 a, 5, 93.21, 19 b, 2, 135.76, 8 a, 1, 255.99, 40 d, 20, 1781.84, 22 b, 17, 3275.22, 21 b, 17, 4757.80, 16 b, 11, 5063.42, 11 a, 4, 10170.49, 9 a, 2, 17684.37, 11 a, 5, 23849.34, 35 d, 17, 24.81, 29 c, 14, 32.98, 25 c, 3, 77.74, 21 b, 2, 128.65, 12 a, 6, 258.10, 11 a, 5, 535.65, 9 a, 4, 1263.33, 30 c, 24, 13.61, 14 a, 12, 18.01, 10 a, 5, 29.15, 10 a, 4, 28.25, 9 a, 2, 50.14, 8 a, 1, 114.06, 8 a, 1, 189.42, 51 e, 17, 14.53, 32 c, 23, 8.98, 21 b, 17, 16.55, 18 b, 18, 16.53, 10 a, 4, 18.26, 8 a, 1, 30.84, 8 a, 1, 36.51, 31 c, 18, 2.25, 32 c, 19, 0.04, 21 b, 15, 9.18, 29 c, 17, 0.08, 17 b, 8, 18.62, 18 b, 12, 0.10, 16 b, 6, 43.00, 18 b, 12, 0.11, 12 a, 5, 162.44, 12 a, 6, 0.22, 10 a, 4, 515.89, 8 a, 1, 0.39, 8 a, 1, 1613.06, 8 a, 1, 0.70, 55 f, 15, Health-Commits0007.csv
97, 10000, 5, 3, 52, 0, 27, 2, 67 e, 0, 136.16, 16 b, 28, 128.03, 67 e, 0, 122.53, 40 c, 33, 140.11, 6 a, 19, 212.88, 63 d, 15, 367.64, 6 a, 20, 568.71, 43 c, 32, 7.68, 0 a, 0, 23.09, 0 a, 0, 22.41, 0 a, 0, 27.87, 0 a, 0, 85.63, 0 a, 0, 118.55, 0 a, 0, 374.99, 22 b, 31, 1852.17, 3 a, 15, 3083.44, 19 b, 30, 4050.56, 0 a, 0, 4983.39, 16 b, 28, 11737.49, 3 a, 14, 16916.26, 0 a, 0, 23585.46, 43 c, 32, 28.61, 7 a, 20, 24.51, 66 e, 1, 77.24, 0 a, 0, 109.17, 0 a, 0, 331.87, 0 a, 0, 547.15, 66 e, 0, 1321.46, 10 a, 24, 17.47, 0 a, 0, 22.17, 0 a, 0, 28.73, 0 a, 0, 37.45, 0 a, 0, 62.39, 0 a, 0, 92.56, 0 a, 0, 209.39, 13 a, 27, 12.40, 3 a, 15, 15.78, 0 a, 0, 13.68, 0 a, 0, 14.29, 0 a, 0, 17.60, 0 a, 0, 21.95, 0 a, 0, 42.37, 3 a, 14, 2.00, 13 a, 27, 0.06, 3 a, 14, 7.95, 3 a, 14, 0.06, 0 a, 0, 17.90, 0 a, 0, 0.10, 0 a, 0, 29.91, 0 a, 0, 0.12, 0 a, 0, 123.56, 0 a, 0, 0.19, 0 a, 0, 470.49, 0 a, 0, 0.35, 0 a, 0, 1513.95, 0 a, 0, 0.65, 52 d, 27, Health-Commits0011.csv
92, 7043, 19, 2, 39, 0, 25, 3, 71 e, 11, 190.86, 68 e, 16, 233.47, 53 d, 12, 230.83, 48 c, 13, 290.89, 35 c, 9, 453.57, 51 d, 13, 540.96, 57 d, 12, 1039.96, 35 c, 8, 100.94, 46 c, 7, 187.74, 15 b, 9, 386.91, 12 a, 7, 439.93, 26 c, 7, 1080.83, 29 c, 6, 1890.29, 14 b, 3, 5308.89, 8 a, 10, 37667.62, 20 b, 14, 2518.84, 37 c, 20, 1864.05, 7 a, 5, 2031.39, 5 a, 4, 3777.96, 2 a, 1, 5653.97, 3 a, 3, 6649.01, 10 a, 5, 58.32, 7 a, 4, 141.89, 5 a, 1, 277.83, 6 a, 2, 377.69, 4 a, 0, 975.19, 4 a, 1, 2259.90, 4 a, 0, 5728.74, 8 a, 9, 15.76, 2 a, 2, 30.94, 2 a, 1, 45.14, 1 a, 1, 46.78, 1 a, 1, 88.49, 1 a, 1, 219.33, 1 a, 1, 335.85, 4 a, 5, 12.22, 3 a, 4, 16.30, 1 a, 1, 17.38, 1 a, 1, 16.00, 1 a, 0, 22.75, 1 a, 0, 32.77, 1 a, 0, 47.89, 8 a, 8, 3.67, 9 a, 11, 0.04, 6 a, 8, 12.63, 3 a, 3, 0.06, 2 a, 1, 35.42, 2 a, 2, 0.08, 2 a, 1, 47.60, 2 a, 2, 0.10, 1 a, 0, 196.52, 1 a, 0, 0.16, 1 a, 0, 698.16, 1 a, 0, 0.31, 1 a, 0, 1953.84, 1 a, 0, 0.59, 39 c, 25, WA_Fn-UseC_-Telco-Customer-Churn.csv
95, 19008, 9, 1, 15, 0, 27, 1, 1 a, 0, 116.90, 1 a, 0, 158.52, 1 a, 0, 151.37, 1 a, 0, 189.17, 1 a, 0, 304.05, 1 a, 0, 473.11, 1 a, 0, 595.29, 1 a, 1, 9.56, 1 a, 0, 20.32, 1 a, 0, 25.66, 1 a, 0, 31.78, 1 a, 0, 65.44, 1 a, 0, 113.10, 1 a, 0, 365.56, 1 a, 0, 1548.98, 1 a, 0, 2489.77, 1 a, 0, 4957.60, 1 a, 0, 6072.40, 1 a, 0, 12134.64, 1 a, 0, 19361.92, 1 a, 0, 40703.38, 1 a, 1, 39.62, 1 a, 0, 26.23, 1 a, 0, 93.80, 1 a, 0, 170.45, 1 a, 0, 384.93, 1 a, 0, 831.91, 1 a, 0, 1437.56, 1 a, 0, 21.19, 1 a, 0, 26.46, 1 a, 0, 42.14, 0 a, 0, 41.08, 0 a, 0, 78.57, 0 a, 0, 130.53, 0 a, 0, 275.73, 2 a, 2, 16.60, 1 a, 0, 14.77, 1 a, 0, 23.27, 1 a, 0, 22.06, 0 a, 0, 23.21, 0 a, 0, 29.82, 0 a, 0, 55.64, 1 a, 0, 2.40, 1 a, 0, 0.05, 1 a, 0, 9.12, 1 a, 0, 0.07, 1 a, 0, 20.21, 1 a, 0, 0.07, 1 a, 0, 36.74, 1 a, 0, 0.11, 0 a, 0, 153.07, 0 a, 0, 0.17, 0 a, 0, 596.29, 0 a, 0, 0.28, 0 a, 0, 2101.78, 0 a, 0, 0.53, 15 b, 27, PostgreSQL.csv
71, 10000, 5, 3, 75, 0, 7, 22, 77 i, 8, 141.69, 65 g, 9, 177.69, 66 g, 8, 174.24, 63 f, 9, 204.32, 68 h, 18, 333.00, 72 i, 20, 443.40, 66 g, 16, 620.50, 63 f, 5, 7.58, 63 f, 6, 14.97, 63 f, 6, 20.71, 59 f, 6, 33.43, 56 e, 8, 55.60, 50 d, 11, 140.08, 49 d, 10, 348.66, 77 i, 8, 722.88, 58 f, 14, 1051.61, 65 g, 17, 2284.28, 64 g, 13, 2826.22, 50 d, 19, 7558.05, 28 b, 17, 17312.90, 17 a, 16, 25068.64, 63 g, 6, 24.17, 62 f, 5, 35.88, 55 e, 12, 49.83, 55 e, 12, 73.97, 49 d, 20, 270.91, 36 c, 15, 604.24, 54 e, 19, 1157.21, 61 f, 14, 15.99, 54 e, 14, 19.17, 51 d, 15, 24.95, 50 d, 15, 35.32, 42 c, 19, 63.13, 34 b, 22, 93.54, 27 a, 25, 226.43, 62 f, 13, 12.05, 59 f, 8, 13.92, 60 f, 10, 15.38, 52 d, 12, 16.27, 49 d, 13, 18.41, 41 c, 16, 23.44, 29 b, 15, 40.48, 63 g, 9, 1.97, 67 g, 6, 0.03, 54 e, 15, 7.53, 60 f, 9, 0.07, 58 f, 12, 18.81, 56 e, 11, 0.32, 51 d, 15, 30.28, 57 e, 9, 0.11, 49 d, 13, 125.45, 54 d, 9, 0.19, 39 c, 16, 478.09, 47 d, 10, 0.35, 36 c, 13, 1528.43, 39 c, 15, 0.66, 75 i, 7, Health-ClosedPRs0009.csv
89, 6764, 18, 1, 23, 0, 19, 2, 8 a, 4, 169.65, 6 a, 4, 213.92, 5 a, 4, 278.09, 4 a, 3, 332.52, 2 a, 2, 501.04, 1 a, 0, 710.03, 1 a, 0, 964.69, 5 a, 3, 12.92, 3 a, 3, 24.27, 2 a, 2, 34.40, 2 a, 2, 53.49, 1 a, 1, 103.54, 1 a, 0, 290.03, 1 a, 0, 347.50, 8 a, 5, 892.16, 4 a, 2, 1370.85, 2 a, 2, 1567.56, 3 a, 2, 2859.25, 1 a, 1, 8324.43, 1 a, 1, 13459.01, 1 a, 0, 23585.57, 5 a, 3, 34.08, 2 a, 2, 75.37, 2 a, 2, 175.02, 2 a, 2, 305.69, 1 a, 1, 610.86, 1 a, 1, 1376.09, 1 a, 0, 3959.08, 5 a, 4, 16.04, 4 a, 3, 28.25, 3 a, 2, 33.68, 2 a, 2, 44.69, 1 a, 2, 80.50, 1 a, 1, 200.02, 0 a, 0, 387.78, 6 a, 4, 13.97, 3 a, 2, 16.06, 3 a, 2, 18.22, 2 a, 2, 16.42, 1 a, 0, 23.82, 1 a, 0, 38.81, 1 a, 0, 71.65, 6 a, 4, 2.69, 5 a, 4, 0.03, 3 a, 2, 10.87, 3 a, 2, 0.05, 3 a, 2, 22.82, 2 a, 2, 0.08, 2 a, 2, 80.43, 2 a, 1, 0.09, 1 a, 0, 189.73, 1 a, 0, 0.15, 1 a, 0, 620.84, 1 a, 0, 0.26, 1 a, 0, 1712.26, 1 a, 0, 0.52, 23 b, 19, dconvert.csv
96, 86058, 11, 2, 58, 0, 17, 3, 15 b, 15, 192.00, 9 b, 10, 268.12, 6 a, 9, 280.44, 3 a, 3, 293.74, 1 a, 2, 359.29, 1 a, 1, 532.37, 0 a, 0, 861.21, 12 b, 15, 12.48, 6 a, 9, 22.12, 3 a, 4, 31.35, 2 a, 2, 50.01, 1 a, 1, 81.10, 1 a, 1, 153.63, 0 a, 0, 371.71, 15 b, 16, 2589.08, 8 a, 9, 4000.09, 3 a, 2, 4555.13, 3 a, 4, 5723.51, 1 a, 1, 7840.96, 0 a, 0, 12941.61, 0 a, 0, 23948.05, 12 b, 15, 26.97, 5 a, 9, 67.75, 5 a, 8, 106.11, 4 a, 8, 147.42, 2 a, 2, 426.42, 1 a, 1, 926.14, 1 a, 1, 2507.02, 35 d, 8, 47.06, 29 c, 9, 64.39, 26 c, 8, 74.47, 22 c, 7, 102.79, 17 b, 8, 173.78, 14 b, 7, 279.57, 10 b, 8, 588.63, 34 d, 10, 42.12, 29 c, 8, 49.78, 24 c, 6, 48.91, 24 c, 7, 45.75, 21 b, 3, 46.46, 20 b, 3, 48.42, 17 b, 6, 64.98, 39 d, 9, 2.18, 39 d, 8, 0.08, 33 d, 8, 8.78, 32 d, 10, 0.11, 30 c, 8, 20.48, 30 c, 9, 0.13, 28 c, 7, 30.50, 28 c, 7, 0.15, 24 c, 6, 137.00, 23 c, 4, 0.23, 19 b, 6, 502.38, 19 b, 6, 0.41, 18 b, 5, 1985.94, 19 b, 3, 0.69, 58 e, 17, SS-X.csv
82, 20000, 9, 3, 46, 9, 9, 16, 34 d, 5, 262.54, 31 c, 6, 265.42, 29 c, 4, 347.96, 28 c, 4, 502.75, 26 c, 3, 627.49, 23 b, 3, 1136.10, 20 b, 4, 1728.02, 36 d, 5, 2631.19, 31 c, 4, 8250.79, 30 c, 4, 9026.39, 29 c, 3, 13448.27, 26 c, 4, 34922.98, 24 b, 4, 66084.50, 21 b, 3, 171558.39, 34 d, 4, 4774.00, 33 d, 4, 9238.82, 29 c, 5, 11474.21, 27 c, 3, 16816.04, 25 b, 4, 36383.60, 24 b, 4, 57927.83, 21 b, 4, 121777.64, 36 d, 5, 1847.82, 33 d, 5, 3140.35, 32 c, 4, 4812.46, 30 c, 4, 6199.92, 26 c, 4, 14018.56, 25 b, 4, 33103.09, 22 b, 3, 78049.86, 36 d, 4, 19.29, 30 c, 6, 30.54, 26 c, 7, 37.13, 25 b, 7, 47.24, 22 b, 5, 101.07, 19 b, 4, 173.23, 14 a, 5, 312.95, 35 d, 8, 17.91, 31 c, 5, 28.72, 28 c, 4, 20.44, 28 c, 4, 26.88, 22 b, 5, 29.97, 20 b, 4, 59.62, 17 a, 4, 77.28, 35 d, 5, 3.25, 34 d, 8, 0.06, 31 c, 4, 12.93, 30 c, 5, 0.08, 31 c, 3, 28.84, 30 c, 7, 0.13, 28 c, 4, 50.65, 29 c, 3, 0.11, 26 c, 3, 215.05, 26 c, 4, 0.22, 21 b, 4, 863.27, 23 b, 3, 0.40, 22 b, 3, 3094.24, 21 b, 3, 0.72, 46 e, 9, pom3c.csv
70, 4653, 38, 1, 46, 0, 18, 14, 26 b, 7, 296.07, 23 b, 6, 291.95, 22 b, 5, 368.69, 19 a, 4, 412.05, 17 a, 3, 626.72, 15 a, 2, 936.62, 14 a, 2, 1549.09, 28 b, 9, 25.76, 21 b, 5, 39.92, 20 a, 5, 71.63, 19 a, 5, 93.25, 16 a, 3, 178.87, 14 a, 3, 316.80, 12 a, 2, 559.30, 32 c, 11, 2544.75, 22 b, 7, 5033.19, 21 b, 7, 8116.81, 19 a, 5, 10028.81, 15 a, 4, 14691.57, 15 a, 3, 25872.41, 12 a, 3, 46247.07, 28 b, 9, 49.66, 24 b, 9, 110.28, 23 b, 9, 295.19, 21 b, 7, 491.15, 19 a, 6, 1133.99, 16 a, 6, 2686.73, 14 a, 4, 6124.35, 26 b, 9, 20.94, 17 a, 7, 33.62, 15 a, 7, 64.28, 14 a, 7, 84.54, 11 a, 6, 147.74, 9 a, 7, 288.77, 7 a, 6, 683.83, 27 b, 8, 12.60, 21 b, 7, 15.66, 13 a, 5, 21.64, 15 a, 6, 19.58, 9 a, 5, 37.42, 7 a, 4, 67.82, 3 a, 3, 118.27, 25 b, 10, 4.69, 22 b, 9, 0.02, 19 a, 4, 20.92, 20 a, 6, 0.05, 17 a, 3, 45.27, 16 a, 6, 0.07, 16 a, 5, 88.70, 15 a, 5, 0.09, 12 a, 3, 319.50, 14 a, 4, 0.21, 9 a, 3, 984.61, 11 a, 4, 0.27, 8 a, 3, 2204.61, 11 a, 2, 0.49, 46 d, 18, SQL_AllMeasurements.csv
82, 65536, 16, 2, 52, 9, 11, 17, 36 c, 7, 177.72, 34 c, 6, 281.90, 32 c, 5, 230.06, 30 c, 5, 313.20, 25 b, 6, 522.65, 21 b, 5, 513.13, 16 a, 5, 1029.57, 40 d, 5, 13.97, 36 c, 4, 36.64, 35 c, 5, 40.97, 34 c, 5, 41.85, 31 c, 5, 135.39, 29 b, 4, 161.90, 23 b, 4, 324.62, 36 c, 6, 2614.67, 33 c, 7, 4644.71, 31 c, 5, 5282.72, 28 b, 5, 5564.59, 26 b, 5, 8317.66, 26 b, 5, 9070.68, 26 b, 5, 8266.81, 40 d, 5, 44.50, 36 c, 4, 70.86, 35 c, 5, 153.07, 35 c, 5, 179.73, 31 c, 4, 520.41, 28 b, 4, 1784.60, 27 b, 5, 3997.05, 41 d, 5, 42.62, 37 c, 5, 59.01, 32 c, 6, 94.70, 31 c, 5, 101.72, 25 b, 5, 147.60, 22 b, 5, 275.36, 18 a, 5, 625.33, 40 d, 5, 34.29, 37 c, 5, 41.43, 32 c, 5, 36.34, 30 c, 6, 39.39, 28 b, 4, 40.04, 25 b, 4, 50.98, 23 b, 3, 77.39, 39 d, 4, 2.86, 38 d, 5, 0.07, 36 c, 5, 10.33, 33 c, 5, 0.09, 33 c, 5, 22.22, 32 c, 5, 0.11, 32 c, 6, 39.63, 31 c, 7, 0.10, 27 b, 5, 176.74, 29 b, 6, 0.44, 27 b, 5, 689.46, 24 b, 5, 0.43, 23 b, 4, 2675.45, 23 b, 4, 1.16, 52 e, 11, SS-W.csv
82, 86058, 12, 1, 20, 0, 14, 4, 9 b, 5, 93.96, 7 a, 5, 144.11, 6 a, 3, 146.12, 5 a, 3, 197.59, 3 a, 2, 267.93, 2 a, 1, 478.61, 1 a, 1, 781.85, 7 a, 3, 11.98, 6 a, 2, 25.94, 5 a, 2, 32.96, 4 a, 2, 44.93, 3 a, 2, 94.68, 2 a, 2, 150.89, 1 a, 1, 357.40, 9 b, 5, 589.70, 4 a, 2, 970.48, 4 a, 3, 1799.62, 4 a, 2, 2130.25, 3 a, 2, 4523.88, 1 a, 1, 20185.11, 0 a, 0, 26382.14, 7 a, 3, 25.09, 5 a, 2, 42.81, 4 a, 2, 125.93, 4 a, 2, 159.15, 2 a, 2, 328.10, 1 a, 1, 1151.79, 1 a, 1, 1982.63, 6 a, 3, 57.56, 5 a, 2, 91.79, 4 a, 2, 89.76, 3 a, 2, 106.98, 2 a, 1, 188.83, 2 a, 1, 301.52, 1 a, 1, 636.37, 8 a, 4, 42.52, 5 a, 2, 48.10, 4 a, 2, 44.50, 4 a, 2, 46.84, 2 a, 1, 48.96, 2 a, 1, 58.73, 1 a, 1, 73.08, 8 a, 3, 2.77, 7 a, 4, 0.08, 5 a, 3, 10.66, 4 a, 1, 0.08, 4 a, 2, 22.88, 4 a, 2, 0.13, 3 a, 1, 42.80, 4 a, 3, 0.15, 3 a, 1, 174.16, 2 a, 1, 0.19, 2 a, 1, 682.07, 2 a, 1, 0.35, 1 a, 1, 2697.95, 1 a, 1, 0.67, 20 c, 14, exastencils.csv
